PERIOD_NAME,PERIOD_TYPE,PERIOD_START_DATE,PERIOD_END_DATE,company_id1,company_id2,PERIOD_NAME_STANDARDIZED
FY2026,fiscal_year,2025-10-01,2026-09-30,VVV US,NYSE:VVV,FY2026
Q1-2013,fiscal_quarter,2013-01-01,2013-03-31,VZ US,NYSE:VZ,2013-1Q
Q1-2013,fiscal_quarter,2013-01-01,2013-03-31,VZ US,NYSE:VZ,2013-1Q
Q1-2013,fiscal_quarter,2013-01-01,2013-03-31,VZ US,NYSE:VZ,2013-1Q
Q2-2013,fiscal_quarter,2013-04-01,2013-06-30,VZ US,NYSE:VZ,2013-2Q
Q2-2013,fiscal_quarter,2013-04-01,2013-06-30,VZ US,NYSE:VZ,2013-2Q
Q2-2013,fiscal_quarter,2013-04-01,2013-06-30,VZ US,NYSE:VZ,2013-2Q
Q3-2013,fiscal_quarter,2013-07-01,2013-09-30,VZ US,NYSE:VZ,2013-3Q
Q3-2013,fiscal_quarter,2013-07-01,2013-09-30,VZ US,NYSE:VZ,2013-3Q
Q3-2013,fiscal_quarter,2013-07-01,2013-09-30,VZ US,NYSE:VZ,2013-3Q
Q4-2013,fiscal_quarter,2013-10-01,2013-12-31,VZ US,NYSE:VZ,2013-4Q
Q4-2013,fiscal_quarter,2013-10-01,2013-12-31,VZ US,NYSE:VZ,2013-4Q
Q4-2013,fiscal_quarter,2013-10-01,2013-12-31,VZ US,NYSE:VZ,2013-4Q
Q1-2014,fiscal_quarter,2014-01-01,2014-03-31,VZ US,NYSE:VZ,2014-1Q
Q1-2014,fiscal_quarter,2014-01-01,2014-03-31,VZ US,NYSE:VZ,2014-1Q
Q1-2014,fiscal_quarter,2014-01-01,2014-03-31,VZ US,NYSE:VZ,2014-1Q
Q2-2014,fiscal_quarter,2014-04-01,2014-06-30,VZ US,NYSE:VZ,2014-2Q
Q2-2014,fiscal_quarter,2014-04-01,2014-06-30,VZ US,NYSE:VZ,2014-2Q
Q2-2014,fiscal_quarter,2014-04-01,2014-06-30,VZ US,NYSE:VZ,2014-2Q
Q3-2014,fiscal_quarter,2014-07-01,2014-09-30,VZ US,NYSE:VZ,2014-3Q
Q3-2014,fiscal_quarter,2014-07-01,2014-09-30,VZ US,NYSE:VZ,2014-3Q
Q3-2014,fiscal_quarter,2014-07-01,2014-09-30,VZ US,NYSE:VZ,2014-3Q
Q4-2014,fiscal_quarter,2014-10-01,2014-12-31,VZ US,NYSE:VZ,2014-4Q
Q4-2014,fiscal_quarter,2014-10-01,2014-12-31,VZ US,NYSE:VZ,2014-4Q
Q4-2014,fiscal_quarter,2014-10-01,2014-12-31,VZ US,NYSE:VZ,2014-4Q
Q1-2015,fiscal_quarter,2015-01-01,2015-03-31,VZ US,NYSE:VZ,2015-1Q
Q1-2015,fiscal_quarter,2015-01-01,2015-03-31,VZ US,NYSE:VZ,2015-1Q
Q1-2015,fiscal_quarter,2015-01-01,2015-03-31,VZ US,NYSE:VZ,2015-1Q
Q2-2015,fiscal_quarter,2015-04-01,2015-06-30,VZ US,NYSE:VZ,2015-2Q
Q2-2015,fiscal_quarter,2015-04-01,2015-06-30,VZ US,NYSE:VZ,2015-2Q
Q2-2015,fiscal_quarter,2015-04-01,2015-06-30,VZ US,NYSE:VZ,2015-2Q
Q3-2015,fiscal_quarter,2015-07-01,2015-09-30,VZ US,NYSE:VZ,2015-3Q
Q3-2015,fiscal_quarter,2015-07-01,2015-09-30,VZ US,NYSE:VZ,2015-3Q
Q3-2015,fiscal_quarter,2015-07-01,2015-09-30,VZ US,NYSE:VZ,2015-3Q
Q4-2015,fiscal_quarter,2015-10-01,2015-12-31,VZ US,NYSE:VZ,2015-4Q
Q4-2015,fiscal_quarter,2015-10-01,2015-12-31,VZ US,NYSE:VZ,2015-4Q
Q4-2015,fiscal_quarter,2015-10-01,2015-12-31,VZ US,NYSE:VZ,2015-4Q
Q1-2016,fiscal_quarter,2016-01-01,2016-03-31,VZ US,NYSE:VZ,2016-1Q
Q1-2016,fiscal_quarter,2016-01-01,2016-03-31,VZ US,NYSE:VZ,2016-1Q
Q1-2016,fiscal_quarter,2016-01-01,2016-03-31,VZ US,NYSE:VZ,2016-1Q
Q2-2016,fiscal_quarter,2016-04-01,2016-06-30,VZ US,NYSE:VZ,2016-2Q
Q2-2016,fiscal_quarter,2016-04-01,2016-06-30,VZ US,NYSE:VZ,2016-2Q
Q2-2016,fiscal_quarter,2016-04-01,2016-06-30,VZ US,NYSE:VZ,2016-2Q
Q3-2016,fiscal_quarter,2016-07-01,2016-09-30,VZ US,NYSE:VZ,2016-3Q
Q3-2016,fiscal_quarter,2016-07-01,2016-09-30,VZ US,NYSE:VZ,2016-3Q
Q3-2016,fiscal_quarter,2016-07-01,2016-09-30,VZ US,NYSE:VZ,2016-3Q
Q4-2016,fiscal_quarter,2016-10-01,2016-12-31,VZ US,NYSE:VZ,2016-4Q
Q4-2016,fiscal_quarter,2016-10-01,2016-12-31,VZ US,NYSE:VZ,2016-4Q
Q4-2016,fiscal_quarter,2016-10-01,2016-12-31,VZ US,NYSE:VZ,2016-4Q
Q1-2017,fiscal_quarter,2017-01-01,2017-03-31,VZ US,NYSE:VZ,2017-1Q
Q1-2017,fiscal_quarter,2017-01-01,2017-03-31,VZ US,NYSE:VZ,2017-1Q
Q1-2017,fiscal_quarter,2017-01-01,2017-03-31,VZ US,NYSE:VZ,2017-1Q
Q2-2017,fiscal_quarter,2017-04-01,2017-06-30,VZ US,NYSE:VZ,2017-2Q
Q2-2017,fiscal_quarter,2017-04-01,2017-06-30,VZ US,NYSE:VZ,2017-2Q
Q2-2017,fiscal_quarter,2017-04-01,2017-06-30,VZ US,NYSE:VZ,2017-2Q
Q3-2017,fiscal_quarter,2017-07-01,2017-09-30,VZ US,NYSE:VZ,2017-3Q
Q3-2017,fiscal_quarter,2017-07-01,2017-09-30,VZ US,NYSE:VZ,2017-3Q
Q3-2017,fiscal_quarter,2017-07-01,2017-09-30,VZ US,NYSE:VZ,2017-3Q
Q4-2017,fiscal_quarter,2017-10-01,2017-12-31,VZ US,NYSE:VZ,2017-4Q
Q4-2017,fiscal_quarter,2017-10-01,2017-12-31,VZ US,NYSE:VZ,2017-4Q
Q4-2017,fiscal_quarter,2017-10-01,2017-12-31,VZ US,NYSE:VZ,2017-4Q
Q1-2018,fiscal_quarter,2018-01-01,2018-03-31,VZ US,NYSE:VZ,2018-1Q
Q1-2018,fiscal_quarter,2018-01-01,2018-03-31,VZ US,NYSE:VZ,2018-1Q
Q1-2018,fiscal_quarter,2018-01-01,2018-03-31,VZ US,NYSE:VZ,2018-1Q
Q2-2018,fiscal_quarter,2018-04-01,2018-06-30,VZ US,NYSE:VZ,2018-2Q
Q2-2018,fiscal_quarter,2018-04-01,2018-06-30,VZ US,NYSE:VZ,2018-2Q
Q2-2018,fiscal_quarter,2018-04-01,2018-06-30,VZ US,NYSE:VZ,2018-2Q
Q3-2018,fiscal_quarter,2018-07-01,2018-09-30,VZ US,NYSE:VZ,2018-3Q
Q3-2018,fiscal_quarter,2018-07-01,2018-09-30,VZ US,NYSE:VZ,2018-3Q
Q3-2018,fiscal_quarter,2018-07-01,2018-09-30,VZ US,NYSE:VZ,2018-3Q
Q4-2018,fiscal_quarter,2018-10-01,2018-12-31,VZ US,NYSE:VZ,2018-4Q
Q4-2018,fiscal_quarter,2018-10-01,2018-12-31,VZ US,NYSE:VZ,2018-4Q
Q4-2018,fiscal_quarter,2018-10-01,2018-12-31,VZ US,NYSE:VZ,2018-4Q
Q1-2019,fiscal_quarter,2019-01-01,2019-03-31,VZ US,NYSE:VZ,2019-1Q
Q1-2019,fiscal_quarter,2019-01-01,2019-03-31,VZ US,NYSE:VZ,2019-1Q
Q1-2019,fiscal_quarter,2019-01-01,2019-03-31,VZ US,NYSE:VZ,2019-1Q
Q2-2019,fiscal_quarter,2019-04-01,2019-06-30,VZ US,NYSE:VZ,2019-2Q
Q2-2019,fiscal_quarter,2019-04-01,2019-06-30,VZ US,NYSE:VZ,2019-2Q
Q2-2019,fiscal_quarter,2019-04-01,2019-06-30,VZ US,NYSE:VZ,2019-2Q
Q3-2019,fiscal_quarter,2019-07-01,2019-09-30,VZ US,NYSE:VZ,2019-3Q
Q3-2019,fiscal_quarter,2019-07-01,2019-09-30,VZ US,NYSE:VZ,2019-3Q
Q3-2019,fiscal_quarter,2019-07-01,2019-09-30,VZ US,NYSE:VZ,2019-3Q
Q4-2019,fiscal_quarter,2019-10-01,2019-12-31,VZ US,NYSE:VZ,2019-4Q
Q4-2019,fiscal_quarter,2019-10-01,2019-12-31,VZ US,NYSE:VZ,2019-4Q
Q4-2019,fiscal_quarter,2019-10-01,2019-12-31,VZ US,NYSE:VZ,2019-4Q
Q1-2020,fiscal_quarter,2020-01-01,2020-03-31,VZ US,NYSE:VZ,2020-1Q
Q1-2020,fiscal_quarter,2020-01-01,2020-03-31,VZ US,NYSE:VZ,2020-1Q
Q1-2020,fiscal_quarter,2020-01-01,2020-03-31,VZ US,NYSE:VZ,2020-1Q
Q2-2020,fiscal_quarter,2020-04-01,2020-06-30,VZ US,NYSE:VZ,2020-2Q
Q2-2020,fiscal_quarter,2020-04-01,2020-06-30,VZ US,NYSE:VZ,2020-2Q
Q2-2020,fiscal_quarter,2020-04-01,2020-06-30,VZ US,NYSE:VZ,2020-2Q
Q3-2020,fiscal_quarter,2020-07-01,2020-09-30,VZ US,NYSE:VZ,2020-3Q
Q3-2020,fiscal_quarter,2020-07-01,2020-09-30,VZ US,NYSE:VZ,2020-3Q
Q3-2020,fiscal_quarter,2020-07-01,2020-09-30,VZ US,NYSE:VZ,2020-3Q
Q4-2020,fiscal_quarter,2020-10-01,2020-12-31,VZ US,NYSE:VZ,2020-4Q
Q4-2020,fiscal_quarter,2020-10-01,2020-12-31,VZ US,NYSE:VZ,2020-4Q
Q4-2020,fiscal_quarter,2020-10-01,2020-12-31,VZ US,NYSE:VZ,2020-4Q
Q1-2021,fiscal_quarter,2021-01-01,2021-03-31,VZ US,NYSE:VZ,2021-1Q
Q1-2021,fiscal_quarter,2021-01-01,2021-03-31,VZ US,NYSE:VZ,2021-1Q
Q1-2021,fiscal_quarter,2021-01-01,2021-03-31,VZ US,NYSE:VZ,2021-1Q
Q2-2021,fiscal_quarter,2021-04-01,2021-06-30,VZ US,NYSE:VZ,2021-2Q
Q2-2021,fiscal_quarter,2021-04-01,2021-06-30,VZ US,NYSE:VZ,2021-2Q
Q2-2021,fiscal_quarter,2021-04-01,2021-06-30,VZ US,NYSE:VZ,2021-2Q
Q3-2021,fiscal_quarter,2021-07-01,2021-09-30,VZ US,NYSE:VZ,2021-3Q
Q3-2021,fiscal_quarter,2021-07-01,2021-09-30,VZ US,NYSE:VZ,2021-3Q
Q3-2021,fiscal_quarter,2021-07-01,2021-09-30,VZ US,NYSE:VZ,2021-3Q
Q4-2021,fiscal_quarter,2021-10-01,2021-12-31,VZ US,NYSE:VZ,2021-4Q
Q4-2021,fiscal_quarter,2021-10-01,2021-12-31,VZ US,NYSE:VZ,2021-4Q
Q4-2021,fiscal_quarter,2021-10-01,2021-12-31,VZ US,NYSE:VZ,2021-4Q
Q1-2022,fiscal_quarter,2022-01-01,2022-03-31,VZ US,NYSE:VZ,2022-1Q
Q1-2022,fiscal_quarter,2022-01-01,2022-03-31,VZ US,NYSE:VZ,2022-1Q
Q1-2022,fiscal_quarter,2022-01-01,2022-03-31,VZ US,NYSE:VZ,2022-1Q
Q2-2022,fiscal_quarter,2022-04-01,2022-06-30,VZ US,NYSE:VZ,2022-2Q
Q2-2022,fiscal_quarter,2022-04-01,2022-06-30,VZ US,NYSE:VZ,2022-2Q
Q2-2022,fiscal_quarter,2022-04-01,2022-06-30,VZ US,NYSE:VZ,2022-2Q
Q3-2022,fiscal_quarter,2022-07-01,2022-09-30,VZ US,NYSE:VZ,2022-3Q
Q3-2022,fiscal_quarter,2022-07-01,2022-09-30,VZ US,NYSE:VZ,2022-3Q
Q3-2022,fiscal_quarter,2022-07-01,2022-09-30,VZ US,NYSE:VZ,2022-3Q
Q4-2022,fiscal_quarter,2022-10-01,2022-12-31,VZ US,NYSE:VZ,2022-4Q
Q4-2022,fiscal_quarter,2022-10-01,2022-12-31,VZ US,NYSE:VZ,2022-4Q
Q4-2022,fiscal_quarter,2022-10-01,2022-12-31,VZ US,NYSE:VZ,2022-4Q
FY2009,fiscal_year,2009-01-01,2009-12-31,VZ US,NYSE:VZ,FY2009
FY2009,fiscal_year,2009-01-01,2009-12-31,VZ US,NYSE:VZ,FY2009
FY2009,fiscal_year,2009-01-01,2009-12-31,VZ US,NYSE:VZ,FY2009
FY2010,fiscal_year,2010-01-01,2010-12-31,VZ US,NYSE:VZ,FY2010
FY2010,fiscal_year,2010-01-01,2010-12-31,VZ US,NYSE:VZ,FY2010
FY2010,fiscal_year,2010-01-01,2010-12-31,VZ US,NYSE:VZ,FY2010
FY2011,fiscal_year,2011-01-01,2011-12-31,VZ US,NYSE:VZ,FY2011
FY2011,fiscal_year,2011-01-01,2011-12-31,VZ US,NYSE:VZ,FY2011
FY2011,fiscal_year,2011-01-01,2011-12-31,VZ US,NYSE:VZ,FY2011
FY2012,fiscal_year,2012-01-01,2012-12-31,VZ US,NYSE:VZ,FY2012
FY2012,fiscal_year,2012-01-01,2012-12-31,VZ US,NYSE:VZ,FY2012
FY2012,fiscal_year,2012-01-01,2012-12-31,VZ US,NYSE:VZ,FY2012
FY2013,fiscal_year,2013-01-01,2013-12-31,VZ US,NYSE:VZ,FY2013
FY2013,fiscal_year,2013-01-01,2013-12-31,VZ US,NYSE:VZ,FY2013
FY2013,fiscal_year,2013-01-01,2013-12-31,VZ US,NYSE:VZ,FY2013
FY2014,fiscal_year,2014-01-01,2014-12-31,VZ US,NYSE:VZ,FY2014
FY2014,fiscal_year,2014-01-01,2014-12-31,VZ US,NYSE:VZ,FY2014
FY2014,fiscal_year,2014-01-01,2014-12-31,VZ US,NYSE:VZ,FY2014
FY2015,fiscal_year,2015-01-01,2015-12-31,VZ US,NYSE:VZ,FY2015
FY2015,fiscal_year,2015-01-01,2015-12-31,VZ US,NYSE:VZ,FY2015
FY2015,fiscal_year,2015-01-01,2015-12-31,VZ US,NYSE:VZ,FY2015
FY2016,fiscal_year,2016-01-01,2016-12-31,VZ US,NYSE:VZ,FY2016
FY2016,fiscal_year,2016-01-01,2016-12-31,VZ US,NYSE:VZ,FY2016
FY2016,fiscal_year,2016-01-01,2016-12-31,VZ US,NYSE:VZ,FY2016
FY2017,fiscal_year,2017-01-01,2017-12-31,VZ US,NYSE:VZ,FY2017
FY2017,fiscal_year,2017-01-01,2017-12-31,VZ US,NYSE:VZ,FY2017
FY2017,fiscal_year,2017-01-01,2017-12-31,VZ US,NYSE:VZ,FY2017
FY2018,fiscal_year,2018-01-01,2018-12-31,VZ US,NYSE:VZ,FY2018
FY2018,fiscal_year,2018-01-01,2018-12-31,VZ US,NYSE:VZ,FY2018
FY2018,fiscal_year,2018-01-01,2018-12-31,VZ US,NYSE:VZ,FY2018
FY2019,fiscal_year,2019-01-01,2019-12-31,VZ US,NYSE:VZ,FY2019
FY2019,fiscal_year,2019-01-01,2019-12-31,VZ US,NYSE:VZ,FY2019
FY2019,fiscal_year,2019-01-01,2019-12-31,VZ US,NYSE:VZ,FY2019
FY2020,fiscal_year,2020-01-01,2020-12-31,VZ US,NYSE:VZ,FY2020
FY2020,fiscal_year,2020-01-01,2020-12-31,VZ US,NYSE:VZ,FY2020
FY2020,fiscal_year,2020-01-01,2020-12-31,VZ US,NYSE:VZ,FY2020
FY2021,fiscal_year,2021-01-01,2021-12-31,VZ US,NYSE:VZ,FY2021
FY2021,fiscal_year,2021-01-01,2021-12-31,VZ US,NYSE:VZ,FY2021
FY2021,fiscal_year,2021-01-01,2021-12-31,VZ US,NYSE:VZ,FY2021
FY2022,fiscal_year,2022-01-01,2022-12-31,VZ US,NYSE:VZ,FY2022
FY2022,fiscal_year,2022-01-01,2022-12-31,VZ US,NYSE:VZ,FY2022
FY2022,fiscal_year,2022-01-01,2022-12-31,VZ US,NYSE:VZ,FY2022
FY2023,fiscal_year,2023-01-01,2023-12-31,VZ US,NYSE:VZ,FY2023
FY2023,fiscal_year,2023-01-01,2023-12-31,VZ US,NYSE:VZ,FY2023
FY2023,fiscal_year,2023-01-01,2023-12-31,VZ US,NYSE:VZ,FY2023
FY2024,fiscal_year,2024-01-01,2024-12-31,VZ US,NYSE:VZ,FY2024
FY2024,fiscal_year,2024-01-01,2024-12-31,VZ US,NYSE:VZ,FY2024
FY2024,fiscal_year,2024-01-01,2024-12-31,VZ US,NYSE:VZ,FY2024
FY2025,fiscal_year,2025-01-01,2025-12-31,VZ US,NYSE:VZ,FY2025
FY2025,fiscal_year,2025-01-01,2025-12-31,VZ US,NYSE:VZ,FY2025
FY2025,fiscal_year,2025-01-01,2025-12-31,VZ US,NYSE:VZ,FY2025
Q1-2013,fiscal_quarter,2013-01-01,2013-03-31,W US,NYSE:W,2013-1Q
Q1-2013,fiscal_quarter,2013-01-01,2013-03-31,W US,NYSE:W,2013-1Q
Q1-2013,fiscal_quarter,2013-01-01,2013-03-31,W US,NYSE:W,2013-1Q
Q2-2013,fiscal_quarter,2013-04-01,2013-06-30,W US,NYSE:W,2013-2Q
Q2-2013,fiscal_quarter,2013-04-01,2013-06-30,W US,NYSE:W,2013-2Q
Q2-2013,fiscal_quarter,2013-04-01,2013-06-30,W US,NYSE:W,2013-2Q
Q3-2013,fiscal_quarter,2013-07-01,2013-09-30,W US,NYSE:W,2013-3Q
Q3-2013,fiscal_quarter,2013-07-01,2013-09-30,W US,NYSE:W,2013-3Q
Q3-2013,fiscal_quarter,2013-07-01,2013-09-30,W US,NYSE:W,2013-3Q
Q4-2013,fiscal_quarter,2013-10-01,2013-12-31,W US,NYSE:W,2013-4Q
Q4-2013,fiscal_quarter,2013-10-01,2013-12-31,W US,NYSE:W,2013-4Q
Q4-2013,fiscal_quarter,2013-10-01,2013-12-31,W US,NYSE:W,2013-4Q
Q1-2014,fiscal_quarter,2014-01-01,2014-03-31,W US,NYSE:W,2014-1Q
Q1-2014,fiscal_quarter,2014-01-01,2014-03-31,W US,NYSE:W,2014-1Q
Q1-2014,fiscal_quarter,2014-01-01,2014-03-31,W US,NYSE:W,2014-1Q
Q2-2014,fiscal_quarter,2014-04-01,2014-06-30,W US,NYSE:W,2014-2Q
Q2-2014,fiscal_quarter,2014-04-01,2014-06-30,W US,NYSE:W,2014-2Q
Q2-2014,fiscal_quarter,2014-04-01,2014-06-30,W US,NYSE:W,2014-2Q
Q3-2014,fiscal_quarter,2014-07-01,2014-09-30,W US,NYSE:W,2014-3Q
Q3-2014,fiscal_quarter,2014-07-01,2014-09-30,W US,NYSE:W,2014-3Q
Q3-2014,fiscal_quarter,2014-07-01,2014-09-30,W US,NYSE:W,2014-3Q
Q4-2014,fiscal_quarter,2014-10-01,2014-12-31,W US,NYSE:W,2014-4Q
Q4-2014,fiscal_quarter,2014-10-01,2014-12-31,W US,NYSE:W,2014-4Q
Q4-2014,fiscal_quarter,2014-10-01,2014-12-31,W US,NYSE:W,2014-4Q
Q1-2015,fiscal_quarter,2015-01-01,2015-03-31,W US,NYSE:W,2015-1Q
Q1-2015,fiscal_quarter,2015-01-01,2015-03-31,W US,NYSE:W,2015-1Q
Q1-2015,fiscal_quarter,2015-01-01,2015-03-31,W US,NYSE:W,2015-1Q
Q2-2015,fiscal_quarter,2015-04-01,2015-06-30,W US,NYSE:W,2015-2Q
Q2-2015,fiscal_quarter,2015-04-01,2015-06-30,W US,NYSE:W,2015-2Q
Q2-2015,fiscal_quarter,2015-04-01,2015-06-30,W US,NYSE:W,2015-2Q
Q3-2015,fiscal_quarter,2015-07-01,2015-09-30,W US,NYSE:W,2015-3Q
Q3-2015,fiscal_quarter,2015-07-01,2015-09-30,W US,NYSE:W,2015-3Q
Q3-2015,fiscal_quarter,2015-07-01,2015-09-30,W US,NYSE:W,2015-3Q
Q4-2015,fiscal_quarter,2015-10-01,2015-12-31,W US,NYSE:W,2015-4Q
Q4-2015,fiscal_quarter,2015-10-01,2015-12-31,W US,NYSE:W,2015-4Q
Q4-2015,fiscal_quarter,2015-10-01,2015-12-31,W US,NYSE:W,2015-4Q
Q1-2016,fiscal_quarter,2016-01-01,2016-03-31,W US,NYSE:W,2016-1Q
Q1-2016,fiscal_quarter,2016-01-01,2016-03-31,W US,NYSE:W,2016-1Q
Q1-2016,fiscal_quarter,2016-01-01,2016-03-31,W US,NYSE:W,2016-1Q
Q2-2016,fiscal_quarter,2016-04-01,2016-06-30,W US,NYSE:W,2016-2Q
Q2-2016,fiscal_quarter,2016-04-01,2016-06-30,W US,NYSE:W,2016-2Q
Q2-2016,fiscal_quarter,2016-04-01,2016-06-30,W US,NYSE:W,2016-2Q
Q3-2016,fiscal_quarter,2016-07-01,2016-09-30,W US,NYSE:W,2016-3Q
Q3-2016,fiscal_quarter,2016-07-01,2016-09-30,W US,NYSE:W,2016-3Q
Q3-2016,fiscal_quarter,2016-07-01,2016-09-30,W US,NYSE:W,2016-3Q
Q4-2016,fiscal_quarter,2016-10-01,2016-12-31,W US,NYSE:W,2016-4Q
Q4-2016,fiscal_quarter,2016-10-01,2016-12-31,W US,NYSE:W,2016-4Q
Q4-2016,fiscal_quarter,2016-10-01,2016-12-31,W US,NYSE:W,2016-4Q
Q1-2017,fiscal_quarter,2017-01-01,2017-03-31,W US,NYSE:W,2017-1Q
Q1-2017,fiscal_quarter,2017-01-01,2017-03-31,W US,NYSE:W,2017-1Q
Q1-2017,fiscal_quarter,2017-01-01,2017-03-31,W US,NYSE:W,2017-1Q
Q2-2017,fiscal_quarter,2017-04-01,2017-06-30,W US,NYSE:W,2017-2Q
Q2-2017,fiscal_quarter,2017-04-01,2017-06-30,W US,NYSE:W,2017-2Q
Q2-2017,fiscal_quarter,2017-04-01,2017-06-30,W US,NYSE:W,2017-2Q
Q3-2017,fiscal_quarter,2017-07-01,2017-09-30,W US,NYSE:W,2017-3Q
Q3-2017,fiscal_quarter,2017-07-01,2017-09-30,W US,NYSE:W,2017-3Q
Q3-2017,fiscal_quarter,2017-07-01,2017-09-30,W US,NYSE:W,2017-3Q
Q4-2017,fiscal_quarter,2017-10-01,2017-12-31,W US,NYSE:W,2017-4Q
Q4-2017,fiscal_quarter,2017-10-01,2017-12-31,W US,NYSE:W,2017-4Q
Q4-2017,fiscal_quarter,2017-10-01,2017-12-31,W US,NYSE:W,2017-4Q
Q1-2018,fiscal_quarter,2018-01-01,2018-03-31,W US,NYSE:W,2018-1Q
Q1-2018,fiscal_quarter,2018-01-01,2018-03-31,W US,NYSE:W,2018-1Q
Q1-2018,fiscal_quarter,2018-01-01,2018-03-31,W US,NYSE:W,2018-1Q
Q2-2018,fiscal_quarter,2018-04-01,2018-06-30,W US,NYSE:W,2018-2Q
Q2-2018,fiscal_quarter,2018-04-01,2018-06-30,W US,NYSE:W,2018-2Q
Q2-2018,fiscal_quarter,2018-04-01,2018-06-30,W US,NYSE:W,2018-2Q
Q3-2018,fiscal_quarter,2018-07-01,2018-09-30,W US,NYSE:W,2018-3Q
Q3-2018,fiscal_quarter,2018-07-01,2018-09-30,W US,NYSE:W,2018-3Q
Q3-2018,fiscal_quarter,2018-07-01,2018-09-30,W US,NYSE:W,2018-3Q
Q4-2018,fiscal_quarter,2018-10-01,2018-12-31,W US,NYSE:W,2018-4Q
Q4-2018,fiscal_quarter,2018-10-01,2018-12-31,W US,NYSE:W,2018-4Q
Q4-2018,fiscal_quarter,2018-10-01,2018-12-31,W US,NYSE:W,2018-4Q
Q1-2019,fiscal_quarter,2019-01-01,2019-03-31,W US,NYSE:W,2019-1Q
Q1-2019,fiscal_quarter,2019-01-01,2019-03-31,W US,NYSE:W,2019-1Q
Q1-2019,fiscal_quarter,2019-01-01,2019-03-31,W US,NYSE:W,2019-1Q
Q2-2019,fiscal_quarter,2019-04-01,2019-06-30,W US,NYSE:W,2019-2Q
Q2-2019,fiscal_quarter,2019-04-01,2019-06-30,W US,NYSE:W,2019-2Q
Q2-2019,fiscal_quarter,2019-04-01,2019-06-30,W US,NYSE:W,2019-2Q
Q3-2019,fiscal_quarter,2019-07-01,2019-09-30,W US,NYSE:W,2019-3Q
Q3-2019,fiscal_quarter,2019-07-01,2019-09-30,W US,NYSE:W,2019-3Q
Q3-2019,fiscal_quarter,2019-07-01,2019-09-30,W US,NYSE:W,2019-3Q
Q4-2019,fiscal_quarter,2019-10-01,2019-12-31,W US,NYSE:W,2019-4Q
Q4-2019,fiscal_quarter,2019-10-01,2019-12-31,W US,NYSE:W,2019-4Q
Q4-2019,fiscal_quarter,2019-10-01,2019-12-31,W US,NYSE:W,2019-4Q
Q1-2020,fiscal_quarter,2020-01-01,2020-03-31,W US,NYSE:W,2020-1Q
Q1-2020,fiscal_quarter,2020-01-01,2020-03-31,W US,NYSE:W,2020-1Q
Q1-2020,fiscal_quarter,2020-01-01,2020-03-31,W US,NYSE:W,2020-1Q
Q2-2020,fiscal_quarter,2020-04-01,2020-06-30,W US,NYSE:W,2020-2Q
Q2-2020,fiscal_quarter,2020-04-01,2020-06-30,W US,NYSE:W,2020-2Q
Q2-2020,fiscal_quarter,2020-04-01,2020-06-30,W US,NYSE:W,2020-2Q
Q3-2020,fiscal_quarter,2020-07-01,2020-09-30,W US,NYSE:W,2020-3Q
Q3-2020,fiscal_quarter,2020-07-01,2020-09-30,W US,NYSE:W,2020-3Q
Q3-2020,fiscal_quarter,2020-07-01,2020-09-30,W US,NYSE:W,2020-3Q
Q4-2020,fiscal_quarter,2020-10-01,2020-12-31,W US,NYSE:W,2020-4Q
Q4-2020,fiscal_quarter,2020-10-01,2020-12-31,W US,NYSE:W,2020-4Q
Q4-2020,fiscal_quarter,2020-10-01,2020-12-31,W US,NYSE:W,2020-4Q
Q1-2021,fiscal_quarter,2021-01-01,2021-03-31,W US,NYSE:W,2021-1Q
Q1-2021,fiscal_quarter,2021-01-01,2021-03-31,W US,NYSE:W,2021-1Q
Q1-2021,fiscal_quarter,2021-01-01,2021-03-31,W US,NYSE:W,2021-1Q
Q2-2021,fiscal_quarter,2021-04-01,2021-06-30,W US,NYSE:W,2021-2Q
Q2-2021,fiscal_quarter,2021-04-01,2021-06-30,W US,NYSE:W,2021-2Q
Q2-2021,fiscal_quarter,2021-04-01,2021-06-30,W US,NYSE:W,2021-2Q
Q3-2021,fiscal_quarter,2021-07-01,2021-09-30,W US,NYSE:W,2021-3Q
Q3-2021,fiscal_quarter,2021-07-01,2021-09-30,W US,NYSE:W,2021-3Q
Q3-2021,fiscal_quarter,2021-07-01,2021-09-30,W US,NYSE:W,2021-3Q
Q4-2021,fiscal_quarter,2021-10-01,2021-12-31,W US,NYSE:W,2021-4Q
Q4-2021,fiscal_quarter,2021-10-01,2021-12-31,W US,NYSE:W,2021-4Q
Q4-2021,fiscal_quarter,2021-10-01,2021-12-31,W US,NYSE:W,2021-4Q
Q1-2022,fiscal_quarter,2022-01-01,2022-03-31,W US,NYSE:W,2022-1Q
Q1-2022,fiscal_quarter,2022-01-01,2022-03-31,W US,NYSE:W,2022-1Q
Q1-2022,fiscal_quarter,2022-01-01,2022-03-31,W US,NYSE:W,2022-1Q
Q2-2022,fiscal_quarter,2022-04-01,2022-06-30,W US,NYSE:W,2022-2Q
Q2-2022,fiscal_quarter,2022-04-01,2022-06-30,W US,NYSE:W,2022-2Q
Q2-2022,fiscal_quarter,2022-04-01,2022-06-30,W US,NYSE:W,2022-2Q
Q3-2022,fiscal_quarter,2022-07-01,2022-09-30,W US,NYSE:W,2022-3Q
Q3-2022,fiscal_quarter,2022-07-01,2022-09-30,W US,NYSE:W,2022-3Q
